distance_km,hour_of_day,day_of_week,vehicle_type,eta_minutes
14.404750782408176,10,0,car,52.62019881932406
17.39189174386301,14,5,bike,37.8474611212923
20.114374128172532,7,0,scooter,40.53470532323333
5.403680983997847,18,4,bike,20.7027910653584
4.603323265347209,22,3,scooter,11.097853748262013
3.0619120881928064,7,0,bike,13.286120814789943
16.0925411138191,18,1,scooter,66.95708360851998
17.80865529892908,17,6,car,51.121043613106245
1.27386054822823,9,3,van,5.05034527055164
23.437200032970402,6,5,bike,50.28965763561926
1.7732964494610741,8,2,scooter,11.253169405776127
13.761760214876226,0,2,scooter,19.054685387581724
17.87198272654745,18,3,van,75.19766925050293
21.838743531779098,4,4,scooter,33.46856731012009
17.99512983724448,18,0,scooter,71.58847121420135
20.1423380352099,0,0,van,35.578734813917826
8.81652971729875,14,3,bike,21.946564381528088
20.46321528678955,15,1,van,39.658216771512876
2.462813736424541,22,5,van,2.618747814376863
22.423008073482926,6,4,van,46.16531119577397
13.916013215766538,11,1,bike,26.753681604370517
20.523795364081096,7,3,scooter,43.83650074631726
11.581797970698354,4,3,car,15.669975748719335
16.26765353231486,9,1,bike,76.46269892677739
13.396865192934774,20,2,scooter,56.29529124554466
18.42394328300563,4,3,bike,34.91742196276166
2.4999345597494447,16,5,bike,2.0
1.978626057768813,4,6,scooter,4.475768750249788
6.554029233248588,21,4,scooter,17.226947508266708
4.408844662773115,14,1,bike,10.16153692560312
21.858697381508943,12,2,scooter,43.51624718451469
5.870742690272086,0,1,scooter,9.35519235352578
24.408698767568715,10,2,scooter,93.98111224042607
8.753946898392117,22,2,scooter,17.932153042499316
4.961888934373133,0,5,scooter,3.9634864291776823
19.84761342499074,10,4,scooter,79.37087683270045
16.638340499771466,17,3,bike,80.36170899112622
12.705795053101905,17,2,scooter,52.41554930416068
14.106406997971964,20,3,scooter,58.12830022312207
18.120443567670463,15,4,scooter,33.45781154684475
6.097141162616818,12,3,bike,15.195978904530849
24.910180943390177,6,5,car,40.001462173485336
24.382432472596186,0,5,bike,35.68221631387626
16.432979315499953,15,0,van,40.44883691866853
5.388790047764056,0,5,bike,5.733639433333294
17.16559193956664,16,2,van,41.66574015856622
2.2688610199898083,5,4,scooter,2.0
1.2509863040422486,1,5,scooter,2.0
6.813230768524735,16,1,bike,15.773039066390817
11.83426244011325,5,4,bike,17.747455934871624
21.772676382505324,13,2,bike,54.349004417652644
18.315642209274547,17,4,bike,90.163685751311
18.696309769399534,5,5,scooter,26.871009807201283
10.924586693977846,9,1,bike,51.692580259498754
8.975407317400592,23,0,car,9.730433034706113
9.590449693122766,17,2,bike,49.33162797555803
24.697414311533418,8,6,van,92.680385331508
1.4826751896058208,7,2,scooter,2.0
21.74227165499999,9,4,bike,105.00651501250948
14.677547510023638,16,6,scooter,20.502060920305407
11.246077770144966,22,6,bike,23.793435364752195
18.268812680170843,5,3,bike,35.69436132002819
12.42338906490522,13,6,scooter,21.067668844927542
21.898869333000683,21,3,scooter,45.930459095341014
22.567195668275833,21,6,van,44.490336574781324
10.832162708399657,5,1,scooter,17.49081237547056
7.282281032258764,6,0,van,20.909097930649956
15.012583050537375,11,0,van,36.23168811793373
22.85290196760893,2,6,car,28.086950021635207
5.6612236306388315,13,4,scooter,12.387830435088514
15.762681297305328,21,4,bike,37.061323302854255
15.973225392266754,18,3,bike,74.72999371765573
18.461269049174383,22,5,scooter,34.49901217686028
3.7234082856178654,15,0,scooter,6.84935708818754
18.03771163471117,6,5,bike,34.60164711877716
22.771296756308203,7,0,scooter,43.13611678347276
4.902236167320928,17,5,bike,18.45093774923368
6.319811460635002,12,5,car,14.6814939416311
24.29917980402017,20,0,bike,119.17954662150002
4.933935341382499,8,1,scooter,19.83856886350247
21.432434787554687,9,1,car,74.72448410575208
12.560807482976852,20,4,bike,61.88196569587911
6.557161322877837,22,5,scooter,8.797984609340475
21.83337258117653,8,5,car,61.590583362633744
11.409978747565305,14,5,bike,26.966757093695115
13.11302517127741,19,5,bike,50.68345807172323
9.30121755029426,1,5,bike,14.879422999528542
15.027295860155721,12,3,scooter,27.889406253706195
4.506334878333058,1,2,scooter,7.595793632990317
10.081497647968137,18,5,bike,41.32013828665404
24.250601897214544,1,3,scooter,38.91056552150346
6.824269101177625,2,1,bike,5.665159114302233
16.59004828126166,5,5,car,22.385477405136943
8.467156573505024,2,1,bike,17.837825063868152
19.450091579321715,9,4,car,69.72066435452389
3.7064046875995706,23,2,scooter,8.391323282308493
24.260615604424345,5,0,car,32.93341486747345
11.617843763899161,22,2,scooter,21.311639986605194
6.283236351988367,15,5,scooter,12.24266214657752
2.30067030958531,16,5,bike,5.670009416892194
4.6590686746447485,18,2,car,18.603636086034467
13.234461739622432,2,2,scooter,22.22565995425411
8.756577822566515,17,4,scooter,35.30900323217861
20.807642464123933,6,6,scooter,37.486588967699944
11.056744329714245,8,1,car,39.474028353467226
6.593499678396933,19,0,scooter,29.638988961744445
15.620052171798736,11,6,bike,37.80601244831138
17.816041813693424,4,2,scooter,29.20054144579473
4.592526743573272,2,0,scooter,8.644545164703105
4.6066707990637825,10,2,van,19.07388573862017
1.3984499598718028,3,1,car,2.0
18.541849369108192,4,0,scooter,26.348454817516373
16.763210926734224,0,6,bike,17.31155859662988
12.12845645587044,17,3,car,39.06564174269691
21.18217599974533,11,1,scooter,41.84616370805725
20.2389187472763,12,6,van,36.79348928549968
14.841181927720427,8,0,bike,72.60748578871655
21.772646372574837,1,2,bike,37.78359020649326
5.543109645900822,4,6,bike,6.618626226992809
3.242030675244333,12,2,scooter,2.0
7.108865482166245,15,1,van,16.64757166274105
1.898627974188214,15,1,bike,2.0
13.513653436025285,23,6,car,13.347808287803021
23.446839461226556,2,2,scooter,37.76630277504999
1.4639167463784863,21,0,car,2.0
3.4916928932456566,3,6,bike,6.746406047778141
11.578876192944165,10,3,car,36.07912885940266
23.37993792943367,22,4,bike,56.04847828022348
8.245824571930388,13,1,car,12.306743789044848
12.927252812865614,2,2,bike,23.06681335995315
1.5185350467346064,15,0,scooter,7.572110104698302
4.134408423571177,21,1,car,2.1696940846123756
24.67243801249175,14,0,bike,63.48108335781026
24.145408062683117,9,1,bike,113.14163223024505
0.6210295328930355,8,2,scooter,5.091363451370086
23.819388742869354,10,0,scooter,98.4795058370017
16.15843847647976,15,2,scooter,33.60826359961522
21.763998215740543,9,0,bike,100.81186059989058
11.641126463029549,16,1,bike,28.755992562201683
13.13210270019163,18,4,scooter,60.20709755173635
12.476741216294544,1,4,bike,23.067690887648777
16.838174309879555,23,6,van,23.832534392232954
3.921455741529666,22,3,bike,8.820324187509394
1.2343529518806098,1,3,scooter,3.4456946425744714
8.044283568984177,5,6,bike,12.652357528856603
17.764678687047844,18,6,bike,75.00199561414888
5.445409577012235,7,5,scooter,8.593307459308175
16.999094616460475,2,2,scooter,23.04371864217848
24.262845129628126,13,0,bike,65.19703561316034
2.8005675368407505,15,3,bike,6.43140818363979
16.978751896515593,0,1,bike,40.940582696519826
11.371880372961993,20,6,car,35.178488464983964
21.769485232248883,2,4,scooter,35.291462349648036
4.840169841460955,21,0,bike,10.688553910941028
17.46933582954103,17,5,scooter,58.98403526906081
21.0338245963787,8,4,car,71.25595968753576
23.64304837711357,5,6,car,24.61405871361679
17.23957669309632,22,0,van,34.16790760158228
12.680781718206468,20,6,bike,58.28228338136426
15.63725738492974,0,3,bike,31.268040681489314
21.788172119728596,20,3,bike,109.07778154775946
14.479938792651327,9,2,car,53.02020350086296
1.2444829625725031,5,5,van,2.0
23.308243039920956,22,0,scooter,41.997428579328584
17.39340540027325,11,5,bike,34.918851323262366
17.07457795154254,3,1,scooter,26.54407692094644
5.7840412337440705,12,5,bike,15.504071930148186
16.6426940207001,16,6,bike,34.56876488277349
10.149677938526883,7,6,scooter,26.55071119166176
16.455207937516555,19,3,bike,77.6869101283699
3.111529242545773,2,2,bike,7.517534485890617
16.617209962774382,11,6,scooter,27.103722912046585
24.985636281381332,6,3,bike,61.184374232782226
1.6811949520836227,11,4,bike,3.658147590784341
24.440767513422273,1,3,bike,44.375434076118786
10.46924503771033,23,0,car,11.949221543238338
21.83345953326285,13,2,car,37.87141499060145
19.6684443594277,21,6,bike,43.55570700777379
14.391898394173362,22,0,scooter,25.858597695731078
18.5920056266575,4,1,bike,34.17798371045145
22.023631251883025,8,1,scooter,89.57392721949901
10.401437880450308,20,3,car,37.71074605599151
8.512312458299348,10,2,car,34.77415482714909
16.856037946307826,4,5,scooter,24.285918878361855
20.292225577560835,2,2,van,32.24865718779055
19.175985802027085,16,2,van,39.38739347197089
20.046434397036546,1,2,car,24.69408402245793
11.171791212916858,23,3,scooter,15.279440766989463
20.536938296288028,0,0,bike,38.56155567973853
3.445121856579907,6,3,bike,9.52994318992107
13.839982900040814,13,5,bike,31.357077020158588
0.6410871822039785,4,0,bike,3.1785297470515195
8.452352832556622,18,5,car,28.937882703853518
9.478307604349247,10,4,scooter,35.9064678858189
10.206230944426757,22,4,van,26.779947437814073
17.53894656390162,1,6,bike,26.267200701879634
10.019673481123471,7,6,bike,21.95441999165304
11.492993754252002,8,0,car,38.820273977628794
6.319831206421023,2,3,bike,11.595693325948577
9.644668894918832,1,5,bike,17.499946789855922
6.068105867947211,6,5,van,6.991769059647182
2.293300132326869,4,6,car,2.0
15.284490537843759,20,6,scooter,55.41112555476257
16.8712135645979,4,1,car,22.241296302544452
15.677513477235555,19,5,scooter,53.76062820800467
11.855604073114023,12,3,car,16.961071011776767
9.804751614391131,20,1,car,32.86745881235033
21.651674414509717,19,3,bike,105.97087801434755
13.217503735837342,5,2,scooter,18.644201774620452
12.239956001928409,19,5,bike,55.18070204862431
1.1282306122576744,17,2,bike,8.646161731244714
8.86057177684083,1,4,van,13.555179380137362
9.814792660253499,5,4,scooter,13.31663481740473
10.271158131974062,8,0,car,26.921964302902644
14.714223046069641,2,5,car,13.64191343918648
13.573262394808522,0,6,van,16.040216592052566
15.393674773439393,0,1,car,16.00645205678632
19.23963990778214,18,2,scooter,76.85063019809874
20.41815059854429,4,3,bike,38.63128893982934
18.09401536754911,12,5,bike,43.205389402575065
23.9103305508959,18,0,scooter,95.84079418778568
0.94669827557086,11,3,bike,2.0
5.29656064924688,15,2,scooter,8.349889204483809
0.6852904369644819,18,5,scooter,4.21531173780771
16.363130496787775,2,6,van,23.209842738893908
22.50174844927468,11,2,car,41.14490994182555
6.465316266119332,4,5,scooter,7.108005609231821
23.212346347509513,1,5,bike,40.72007933901211
1.9765510620942408,21,2,bike,5.481812771679417
23.393682656735102,6,2,bike,56.95927112795898
9.114755837371042,12,3,car,16.075160383916426
2.984810297005805,14,0,bike,4.868076351880529
12.403858100064978,21,2,car,21.092185078446064
6.791025909152444,2,4,scooter,11.32901492058695
7.479386098067109,20,0,bike,31.6990894447934
8.028604140694021,19,4,bike,38.77608263362187
20.174134496900255,4,3,scooter,34.68176375072676
13.709451278543735,23,2,scooter,22.39291790556227
8.12703862932209,7,0,car,18.033936671002913
15.4531776911175,21,6,car,24.258974801397017
18.045691518468242,0,2,scooter,25.069709643402884
7.179288017971578,7,5,car,13.074323532905204
10.631952987371113,23,2,scooter,12.933772394893573
3.4862092867552152,17,6,van,12.366772729282175
4.9381590635996675,19,0,bike,22.875174433326727
17.18738742214208,15,2,car,27.42925753625434
4.94523951854286,17,2,bike,30.87405135456881
13.366502899842974,19,1,bike,63.94127799511101
17.8716334121996,11,1,bike,48.32210532089704
3.118484615821224,12,0,scooter,7.267740673181434
14.399149380908137,12,0,bike,32.09519308199933
6.785788200683412,9,5,bike,27.094526589402562
24.091708443320705,6,5,van,44.77593820908301
12.346868344638155,13,2,car,20.1406350426559
20.246817469491372,23,4,car,25.877243295597985
13.980550282828414,15,0,car,25.687889509269546
1.5636070549430694,14,6,van,4.0096636818294655
16.01220870205355,11,2,scooter,34.09439857229928
23.809381884063097,8,4,bike,118.86508677608042
15.239489593585114,7,1,car,24.71038180494745
20.57012705595636,17,5,car,64.66876462848502
22.163058352035993,22,6,scooter,42.72525509577186
6.087954412748846,17,0,scooter,28.233520031607124
5.695098577751553,12,2,scooter,6.110404724281596
15.469034226849297,17,1,van,71.68892056359988
10.570197510264265,14,3,bike,23.459277081467825
21.076601920234648,3,1,van,29.219634605420943
22.550566523251273,16,2,van,53.641972822182176
9.158823792916593,4,5,scooter,13.792820185346741
6.303328694874811,21,4,scooter,14.270772187261702
19.622875123474614,15,6,bike,39.95587014647194
7.232747870929335,8,6,bike,30.735154416152504
20.654050803585122,9,3,bike,98.72149429466927
10.88158721439469,23,6,car,10.605083547705805
16.854972532641025,17,3,scooter,67.48886267276629
2.8406151889493705,16,5,bike,6.26765501622252
15.784553454576038,17,3,bike,71.80095455617484
11.568308129062114,6,0,van,24.95612808159144
14.871907347799116,3,2,bike,22.093254334181324
4.616348089749154,4,6,van,12.37789332209303
18.553406751132464,22,3,bike,44.22043212199528
21.6385283998091,15,1,scooter,40.062570643622855
5.810125102224004,2,4,bike,12.266039406174677
2.845006610243962,17,2,scooter,9.13992828254987
1.0791453581352417,22,5,scooter,2.0
16.228301760860017,20,6,bike,69.10202384643043
15.373803884175128,13,1,scooter,27.697535418742397
13.894086611494716,14,0,scooter,33.637301199300836
6.182703854841398,16,3,scooter,18.500151116029333
10.07719689968511,0,1,car,11.712251317572623
15.06467021206124,20,2,bike,68.94043847547971
12.670788042049649,16,6,scooter,20.446128630315762
24.700745245264738,22,1,van,51.5005061316222
3.8427739376399614,10,0,car,16.506276410936785
17.531041574166046,16,4,van,36.02837814906161
10.405809818555158,13,3,bike,21.4889599727232
10.990890565677562,19,2,car,37.98777388475413
18.081145258625316,18,6,scooter,58.418379252956726
17.464685707447057,20,3,bike,87.034476595406
24.785771845703614,6,3,car,44.28987263853196
3.645660091626068,23,5,scooter,3.077468440820563
3.050686409912075,12,3,bike,5.849484007362014
18.246301019654158,17,1,bike,88.32845011655657
14.670479466657023,22,1,car,21.840254028982997
7.216936330715244,13,4,bike,14.95696007668305
2.445774540230172,0,0,bike,3.839036783665011
2.598627115112548,6,6,scooter,2.0
22.407676429270897,7,6,bike,45.40083066194016
5.200749455609201,17,2,van,19.069749480985323
8.422603271830258,8,1,scooter,37.96901056827904
6.053081854561206,0,3,scooter,8.102126504294349
9.197409492882464,21,0,van,16.8682624655614
2.2008841472792877,16,2,scooter,6.425117068807126
13.216964877252623,18,6,bike,53.28100451786405
2.1565078080092652,5,2,car,2.0
20.108734441647858,2,2,scooter,33.59910428278592
6.225946006805609,23,6,bike,9.025405095524137
13.730291907810509,4,2,car,20.6289433515485
22.06193764525573,1,4,car,29.04750341370605
16.446495541656258,19,2,car,56.775581070589396
13.557465770507715,3,0,van,24.037007419326336
8.446176951326702,9,1,car,27.053838894846663
8.65854686992585,9,0,car,27.255802710741058
16.90243040235566,23,3,car,25.894429630081213
24.856414349918605,20,5,bike,105.48526998898478
16.715060151309775,10,4,bike,80.02979477953744
14.16569372556561,15,4,car,26.67114912395459
18.40093750086153,16,3,scooter,38.42235412833348
11.897537500951096,15,6,bike,27.659552081302333
1.9734873937192376,6,0,bike,2.0
14.27627198900879,15,0,bike,34.0705156525141
23.961819470381815,2,3,scooter,40.25374664671605
4.794922087762661,15,6,car,12.179391172601875
17.40511982510631,7,5,van,30.824085554789196
5.422875372146883,11,2,car,9.773853935256415
13.627778269590491,2,6,car,15.684700168136677
2.8685730163446306,16,2,scooter,2.004602385558673
11.534087938325536,20,1,bike,54.500942684690536
19.02600155793353,17,0,bike,86.58872944190152
9.015502343855061,10,0,scooter,35.56004454745679
16.79033724993684,3,3,bike,27.883489061837203
19.988524039348366,15,3,scooter,40.48679242314322
23.21585657724659,16,2,scooter,45.5020214935835
6.248731005458612,8,6,scooter,20.757271301380733
10.28323993732805,5,0,van,21.610659960298868
4.2341923265952275,23,0,scooter,6.726569547476691
24.815845802880194,19,4,bike,124.75072701008756
23.211523714145237,1,1,scooter,37.0491510829474
13.72894969187371,8,1,scooter,57.36245734727309
21.12981571222232,20,2,bike,98.81454831345388
13.263470443165033,5,5,bike,19.211491872943117
15.777849356067613,2,6,scooter,21.159282415125297
2.683548586842407,19,0,van,15.140148225198839
19.004125302171794,5,4,scooter,28.148253786033273
3.6289803490632533,6,6,van,2.4677183109027787
20.738656941186946,0,0,car,28.541650558525184
19.659688147924456,22,3,bike,47.37518648585896
17.864245094702923,0,6,car,18.831531749492054
1.3859293228566718,4,2,scooter,2.0
7.926644720660551,5,6,bike,10.111827368307802
6.9462579628156504,12,5,scooter,14.852168884772055
9.323341983052218,1,6,car,10.760856552476762
2.6472472957140445,14,6,bike,6.246122178121435
23.45546666426104,14,6,van,41.91655902821189
14.06815489745322,12,1,car,28.12551871593648
7.985345611121577,13,0,van,17.77384494180891
10.226047168319944,21,5,bike,14.917908681627559
11.456462242368474,6,2,van,25.92950673235375
15.214561167335123,13,1,bike,35.72198472659637
13.134145978564195,23,0,bike,23.755818849980937
23.025103343753226,9,4,car,81.92428432057565
12.675605331192841,16,2,car,21.995323992631207
24.80787136317116,13,0,scooter,54.75276970127535
21.359911464754845,7,1,scooter,43.03660234396281
5.608507601754727,3,1,bike,8.95431684728494
23.299582758775948,15,4,scooter,41.159301674678765
3.350976748194164,23,2,scooter,3.001738999520068
20.527517858034194,12,2,scooter,40.08830035316091
9.825270690176213,21,5,scooter,21.48629180428069
22.010370850904202,19,0,van,92.9484977974507
21.767388907632533,17,5,scooter,80.63869305094848
20.24517230288172,13,1,car,31.26107950797568
19.855745689523005,17,1,van,82.77864887524018
7.964638907902,4,6,scooter,14.035966290346384
2.4825224347556785,8,4,bike,10.130741623805644
10.373014379746456,2,4,bike,22.447866330459355
4.751350617169463,7,2,car,5.66626793530795
17.52630167811031,19,5,bike,70.97498870372205
8.979443300175745,21,1,scooter,19.884433402222392
24.402449921067916,9,6,bike,99.41679997232285
16.203815894960634,21,0,bike,38.065945111150164
20.650773809041844,18,6,scooter,73.01311434330096
3.7468544821752863,20,3,van,15.300130593279166
21.61935481567925,2,0,scooter,31.572810662326425
23.107551167578162,10,4,van,95.41067842882558
12.43301701106393,10,0,van,57.632344442700465
15.353196974898948,16,1,bike,41.7560094652033
19.237840122123387,15,5,bike,41.13654289565639
4.783546367880107,6,6,car,6.434400902795761
12.81286887335434,3,2,car,16.364575544922324
10.26724418042167,22,5,scooter,20.35265555992455
4.086162807975104,18,3,van,20.607472396825116
9.50459334614252,11,2,bike,21.190565466185003
2.1702215799445925,14,3,bike,8.432356313066729
1.1323917202624312,10,3,scooter,6.374833833497817
3.8115740842931576,4,1,scooter,9.035631354987629
24.096320233934758,4,1,bike,39.68018344281029
13.963473629427916,14,4,bike,32.25472630018007
24.16264294825389,17,4,bike,115.46198190092444
11.096198019088234,10,3,scooter,42.97793098711749
8.139495260588859,11,5,car,17.885378066519834
12.90047563958598,1,4,car,15.782013316674872
11.268036371506298,19,1,scooter,46.477322746729975
3.088784764412726,14,4,scooter,6.636089275998213
16.200244709910052,19,3,scooter,63.93029724676449
5.79293547148519,3,6,bike,7.173775057358907
15.679904894996826,21,2,bike,43.799317344596076
16.429926763754757,17,5,bike,67.91146863778204
4.224608901651878,5,5,car,7.471025779737249
2.00306586421137,22,0,van,4.263338995886284
19.628658858676776,18,4,scooter,77.13847044995765
11.765110382348345,10,5,car,35.40098022011191
1.9250129898841568,23,6,bike,4.014663006599191
24.874224770659296,1,6,scooter,31.86779772282604
1.9156237444109827,7,1,car,2.0
17.528363107034554,10,2,scooter,71.54197445515146
24.60013366895363,4,1,bike,45.764733183746756
6.359912553290178,17,4,car,19.849241027462014
3.985109532836306,22,3,car,4.016310307732877
3.473931015849508,17,6,car,11.404897917860453
7.930241115406091,13,6,car,6.06723544464069
2.9756223697608437,21,0,van,5.594534163605739
17.457952871506233,9,0,bike,84.20343875388194
2.026149054186536,2,6,bike,8.465697904606719
12.980842139669848,8,2,bike,62.339485749945005
24.91907291939793,2,5,bike,39.10028880820296
20.44227160289746,10,5,scooter,71.9572359553591
15.572876236659766,11,6,scooter,24.933640753205673
8.003213709271986,11,5,scooter,13.261823828069488
15.785447989145142,2,0,bike,29.230271602775144
13.412515865835465,20,3,van,59.37074792718133
10.939042905314102,6,5,bike,20.810306361975833
3.702404230134887,13,1,bike,8.868598659614696
22.221803273391433,23,6,car,20.10823764812571
11.519723896122402,10,5,car,35.89456000558473
5.268251539608744,6,3,scooter,9.845183045596919
9.510104096493595,20,6,bike,45.34729806512019
10.646178936958712,9,2,scooter,43.63872180103227
20.77467844138842,10,2,bike,97.11748179654552
18.47355232375435,14,0,bike,41.055467990376876
19.347969894212824,18,3,scooter,79.37697937056308
0.7702659785018567,15,1,bike,7.237932349775718
10.695772955404157,21,3,bike,30.1403463644492
12.292931715065428,20,1,scooter,45.53365311766788
0.9702107821648889,19,1,van,4.767926718246599
6.865423614253339,11,3,van,18.092682807606014
19.127100666492307,17,6,scooter,62.50556665987256
3.859187790360477,22,4,bike,12.374152416157507
13.615098220588495,12,3,bike,30.567871891763623
5.772445864422319,4,6,bike,8.620383918205961
0.7969589787753852,3,1,scooter,2.0559879496768385
6.409435711188766,13,6,scooter,14.351791325168483
24.408906995296316,7,6,scooter,47.04599352384521
20.137659241133246,8,5,scooter,69.07523231937822
24.00962778586532,18,2,bike,113.80729413475574
12.45242407619588,2,2,scooter,17.51889039568727
3.188536867598836,4,0,bike,8.225282340210036
13.925007479855477,20,2,scooter,58.68669730932754
11.632244696719042,17,4,scooter,49.212220294680165
21.186748527120592,0,1,scooter,33.40436569371333
2.9030232292139924,7,3,scooter,6.911387545116714
12.461907857033566,18,3,scooter,49.15652497629491
4.176192285002614,16,4,bike,9.611547257734966
8.45456020880647,16,2,bike,22.85286512256959
18.565248396001092,10,1,scooter,75.05386941994976
12.16244416953478,1,2,bike,21.03424488863733
9.709262986071348,5,6,scooter,16.286960417755576
10.164668824965865,21,0,car,15.601639863518823
11.756445825946672,13,2,van,25.629477258944537
19.732905324007895,2,0,van,28.806703328749506
22.35607487903574,11,3,bike,50.81717691488864
23.905699819346243,3,1,van,39.4623158280951
19.77913296325473,11,5,scooter,32.30976244868524
8.227468945826311,12,6,scooter,13.621189667826398
17.35930029912028,1,0,bike,35.68774895672123
11.221276539357103,1,2,car,14.423018669039859
6.739430240128254,14,6,bike,16.764445594913052
21.101353695935103,22,2,car,33.831611652463295
1.4414455495769625,16,6,bike,4.654947192359771
22.593168807317877,6,3,scooter,42.18576543092086
11.806197883305988,13,4,scooter,22.86305281106412
16.111436181802873,11,6,bike,35.39234884230031
16.654171094041676,16,5,bike,34.79480266603574
22.43038464731014,13,4,scooter,47.68767146272751
16.09840721309658,5,2,bike,31.72267909960061
15.541372826621513,18,4,scooter,61.24027585846981
2.1329749937369042,23,6,scooter,6.744323370923748
13.2009965376575,5,5,car,16.446226101247518
4.179140520017521,17,5,scooter,13.805073270366043
18.567127333676396,23,1,bike,34.7150720799761
13.049437059910526,4,4,bike,24.36402317086532
17.165580590604655,23,1,bike,32.295079608048205
1.5209860647584146,23,2,van,2.081841912131208
2.577404393122179,5,2,car,4.516358172813337
18.049923007535714,1,2,bike,35.692393893679565
2.2660662319674976,7,3,bike,6.715250721247943
2.2457898302488357,14,4,car,5.024510821865983
0.7966576432547425,14,0,car,2.0
23.934284258337264,10,5,car,68.69862545830559
18.56895480674567,21,0,car,28.444460650024936
9.154659508300572,21,2,scooter,16.18659000667748
7.765121741547553,23,6,bike,11.211735379377545
9.067729128773314,0,6,scooter,17.146115478539592
19.479011513938957,17,4,scooter,81.67103069217583
16.703579971225153,11,6,scooter,27.269755594052043
5.037291412752964,11,1,scooter,11.42368967419322
4.765678715685066,10,0,bike,22.672391211076697
2.9106934179782344,7,6,bike,6.782462905278068
16.677416632682785,6,2,scooter,31.708971345157586
19.227130224432532,22,0,bike,52.87039203002871
6.9936374939625985,20,0,scooter,33.568049146012655
1.0131515452573638,1,5,car,2.0
2.51320585317247,10,0,car,6.82771873513832
24.212570853703248,21,2,scooter,51.201559607671285
7.738397048196797,9,5,scooter,23.28715608965867
19.345967122034274,2,2,bike,38.25347538421755
15.804257436929463,19,3,scooter,63.59342768309346
9.85752117149595,9,6,scooter,29.984738183735633
5.5393379237911,17,3,scooter,21.70204015632866
3.4739672449054577,13,6,car,3.211322722918446
15.567817716952232,17,3,scooter,62.75661160187189
19.478527625625805,23,0,bike,36.13287756982006
16.275654211757704,7,4,bike,35.019625283573404
13.49240226460438,9,2,scooter,52.967178570004876
1.5278049740750885,21,3,scooter,4.779770895699338
24.2279750510624,12,4,car,43.774396031963505
20.068497695537076,20,3,scooter,79.1848166382698
7.674139899173636,7,6,scooter,14.71964218808022
24.50927306929184,3,3,scooter,38.50571455559051
15.24609894608989,3,4,scooter,23.297605668870226
14.769355126077539,4,3,scooter,24.113722427486227
18.827792896023535,0,0,scooter,26.19022193826454
20.38835980820837,16,0,scooter,40.7796308188927
16.583725879621817,1,5,bike,21.810886043766835
3.6383457859719006,7,0,car,6.074788286972456
8.78755389686521,6,1,bike,25.36520856653209
23.238049187988217,14,5,bike,47.53822165269093
6.003082490174372,4,3,bike,15.05773421276485
9.618092084019077,1,1,bike,16.845713487110938
11.085883632132802,6,2,scooter,18.917603963016916
11.265422247514078,7,4,bike,29.033196888081033
15.517019771115875,6,2,bike,38.632649576640866
23.605358024745335,6,1,scooter,54.16773985220017
6.3969714398963715,13,0,scooter,9.856055730193475
3.4767837193724924,20,6,bike,15.581035047717647
5.338027001568464,17,3,scooter,22.528237759971933
22.229660055127102,5,5,car,28.664847527604607
16.32236491005255,3,6,van,24.985046455760898
7.504716336359423,9,6,scooter,25.23912853726006
20.490700004731124,17,3,bike,95.14214340209502
21.603564910904183,11,0,car,38.07455138183396
21.23960129791181,15,3,scooter,43.60246455037469
23.013700074169083,6,4,bike,57.12712824489532
6.679904994247359,5,6,car,6.79140796172367
18.998527254283818,4,4,scooter,30.062958149211443
11.78321768321643,2,4,van,14.790432415277568
21.128964545806507,11,2,car,33.13334333661417
18.348021590459524,14,0,scooter,39.502631722653256
19.522962439243255,9,4,car,67.47537780447915
16.575965023186253,19,1,scooter,67.73132038665176
4.847004852007818,18,4,scooter,17.592964184743792
13.853159512974988,15,5,car,18.474314265858176
24.62440861835045,10,2,scooter,97.22698068680748
23.466007629179412,7,1,car,40.94049493413315
1.557756527026786,2,6,car,3.8439996984447857
4.53796298537121,22,0,van,8.976876232577709
3.7273549496367666,6,0,car,2.0
18.28650779463974,22,5,scooter,33.00573506910029
20.535740581495155,6,6,bike,43.6583542006581
5.7310284746114615,13,4,car,11.262139176860341
12.893390977319811,1,1,bike,26.37267770949355
21.0972241862744,9,5,bike,90.39065468407364
18.45363784677314,18,1,bike,92.6599043479296
13.784811534550283,8,4,car,47.3474641657446
14.963518416239936,15,6,car,21.010082804617312
12.954833399448859,18,4,scooter,54.941856120111915
7.789937057311104,17,3,scooter,33.88481639527108
14.343038825045895,8,3,scooter,56.673600219260024
17.37768990022722,15,4,scooter,38.07303727208661
21.896411438589787,12,2,scooter,44.016408297112854
16.08913817249158,9,5,bike,70.98363272745439
19.14747765755737,19,3,bike,97.09553818610404
4.421755056387038,13,4,scooter,16.766725361858647
11.808158123284853,11,1,scooter,23.803028423740635
0.7286246857637857,18,5,scooter,6.780639298253877
6.543632180779764,6,6,van,14.754642311927942
18.298312020268618,22,3,bike,46.756833693101676
24.799343808059405,14,6,bike,53.0284479014232
2.9298634398867898,15,2,scooter,8.713040559276543
10.336610738601562,7,5,bike,17.449804402814795
20.10173873312941,9,5,bike,83.81638374874294
5.498873048408021,3,0,bike,8.191320929152786
14.099581257906014,18,1,scooter,54.186975274824
18.460246752727034,18,2,bike,84.30267812947713
15.591643531374386,20,2,car,51.87692035701079
5.106605998077695,14,6,scooter,8.358602388323666
